gene	cod_len	tot_score	avg_score
YFR049W	124	133.158712669	1.07386058604
YMR001C-A	77	69.2729324493	0.899648473367
YMR321C	106	113.662812109	1.07229068027
YKL189W	400	398.557898035	0.996394745088
YLR099C	395	438.253625697	1.10950284987
YLL065W	117	99.0767267556	0.84680963039
YMR264W	204	217.485441794	1.06610510683
YDR226W	223	216.724963747	0.971860823978
YMR065W	505	514.465092886	1.01874275819
YDR031W	122	129.552930448	1.06190926596
YMR100W	621	665.242427519	1.07124384464
YKR042W	366	285.801166912	0.780877505224
YBR297W	469	489.895560279	1.04455343343
YMR247C	1563	1534.11117064	0.981517063749
Q0060	416	373.207403795	0.8971331822
YPL023C	658	704.992567132	1.07141727528
YFR057W	152	161.903428651	1.06515413586
YER145C	405	414.830288083	1.02427231625
YBR010W	137	133.313137261	0.973088593143
YMR186W	706	662.954847491	0.939029529024
YOL166C	113	120.446055842	1.06589429949
YPL236C	365	383.264655598	1.05004015232
YJL051W	823	873.750029309	1.06166467717
YHL025W	333	418.374262871	1.25637916778
YOR303W	412	380.214508766	0.922850749432
YEL031W	1216	1139.70464707	0.937257111075
YOL007C	342	345.845542001	1.01124427486
YDR305C	218	230.453540139	1.05712633091
YER127W	358	402.894861375	1.12540464071
YJL108C	384	362.889654344	0.94502514152
YGL055W	511	482.172296491	0.943585707419
YOL061W	497	521.198299736	1.04868873186
YKL137W	112	127.649381685	1.13972662219
YOR317W	701	687.882099623	0.981286875353
YKL195W	404	424.98519269	1.05194354626
YLR376C	243	262.240481102	1.07917893458
YPL176C	784	857.865087027	1.09421567223
YOR101W	310	310.225967981	1.00072892897
YOR234C	108	95.5344167049	0.884577932453
YAL066W	103	97.5669881241	0.947252311884
YEL003W	112	120.126764903	1.07256040092
YNL213C	215	238.515826903	1.10937593908
YPR046W	182	196.423781667	1.07925154762
YDR132C	496	510.757701723	1.02975343089
YGR076C	158	163.360529495	1.03392740187
YAR029W	75	77.0427652564	1.02723687008
YLR168C	231	243.682909342	1.05490436944
YLR124W	115	123.925463741	1.07761272818
YBR130C	426	435.321806126	1.02188217401
YJL044C	459	485.522614815	1.05778347454
YMR056C	310	343.056634795	1.10663430579
YKL128C	296	321.917335035	1.08755856431
YGL023C	636	765.061720719	1.20292723384
YGL258W-A	78	85.2941317246	1.09351450929
YBR181C	237	244.319858466	1.03088547876
YKL169C	128	121.580523397	0.949847839041
YOR014W	758	772.214608507	1.01875278167
YJL068C	300	308.864094246	1.02954698082
YKR050W	890	978.007669613	1.09888502204
YNL074C	453	459.548546933	1.01445595349
YPR025C	394	414.293011143	1.05150510442
YNL139C	1598	1633.98312901	1.02251760263
YGL011C	253	260.792289499	1.03079956324
YHR003C	430	444.512818542	1.0337507408
YLR429W	652	700.713290662	1.07471363598
YDR429C	275	283.336305686	1.03031383886
YIL014C-A	105	106.877822531	1.0178840241
YBL042C	640	653.580080129	1.0212188752
YDR335W	1225	1255.15209335	1.02461395376
YDR070C	94	100.060039974	1.06446851036
YLL047W	128	109.44586435	0.855045815235
YBR028C	526	559.180489609	1.06308077872
YHR042W	692	658.582859763	0.951709334917
YBR188C	141	158.454450776	1.12379043104
YBR148W	610	632.548413754	1.03696461271
YKL005C	595	640.922845123	1.07718125231
YDR365W-B	1756	1810.01039286	1.03075762692
YER051W	493	524.091932283	1.06306679976
YDR326C	1439	1465.679754	1.01854048228
YOR297C	193	187.404203662	0.97100623659
YAL003W	207	188.444651956	0.910360637469
YFR021W	501	534.067891044	1.06600377454
Q0297	52	56.1270667102	1.0793666675
YPR158C-C	441	445.831186136	1.0109550706
YDR365C	629	671.76272688	1.06798525736
YNL283C	504	500.245126167	0.992549853505
YBR069C	620	617.616936194	0.9961563487
YKR005C	526	556.010034446	1.05705329743
YOL116W	383	414.337749004	1.08182179897
YJL186W	587	621.483307797	1.05874498773
YMR199W	547	533.359736743	0.9750635041
YPL210C	641	653.747788189	1.01988734507
YNL300W	103	76.3419790736	0.741184262851
YML069W	553	583.771496696	1.05564465949
YIL029C	143	144.56318213	1.01093134357
YGR089W	937	918.27673086	0.980017855774
YBR226C	137	128.72380207	0.939589796133
YAR035C-A	27	30.5225144023	1.13046349638
YBR277C	134	136.21817847	1.01655357067
YBR072W	215	233.042497049	1.08391859092
YNL162W	107	108.060540394	1.00991159247
YBL081W	369	370.845532269	1.00500144246
YGR033C	240	262.828057814	1.09511690756
YPL060W	414	435.38189924	1.05164709961
YLR330W	672	694.227619502	1.03307681474
YKR089C	911	968.983928608	1.06364865928
YDR079W	112	119.856266685	1.07014523826
YDR077W	339	258.628477687	0.762915863382
YML102W	469	567.896446105	1.21086662282
YPR197C	188	200.845226746	1.06832567418
YER140W	557	605.015833033	1.0862043681
YER046W	144	155.166141575	1.07754264982
YDR480W	324	347.004501348	1.07100154737
YOL002C	318	319.068379513	1.003359684
YLR368W	599	669.426219127	1.11757298686
YPL020C	622	670.84640749	1.07853120175
YMR149W	287	265.849676551	0.926305493208
YNL037C	361	356.807498581	0.988386422661
YBR166C	453	478.187392367	1.05560130765
YJR052W	566	604.438975179	1.06791338371
YMR303C	349	324.218029314	0.928991488007
YAL063C-A	97	88.2571269466	0.909867288109
YDR406W	1530	1558.91120395	1.01889621173
YNL121C	618	614.632978222	0.994551744696
YLR090W	460	519.920894543	1.13026281422
YBL062W	127	114.231826009	0.899463196923
YDR188W	547	605.789768501	1.10747672486
YHR050W-A	57	58.8162881905	1.0318647051
YDR479C	555	593.040236819	1.06854096724
YBL038W	233	251.962265038	1.08138311175
YKL142W	220	223.809180578	1.01731445717
YDR128W	1149	1249.68138497	1.08762522625
YBR252W	148	149.268466287	1.00857071815
YAR028W	235	251.244549025	1.06912574053
YNL174W	191	179.356775238	0.939040708054
YOR112W	762	794.091113681	1.04211432242
YLR140W	109	126.198565737	1.15778500676
YBR074W	977	1013.09194526	1.03694160211
YMR048W	318	354.311550921	1.11418726705
YBR214W	528	549.33687764	1.04041075311
YML058W	105	93.9368918259	0.894637065009
YOR295W	229	260.296488616	1.13666588915
YDL102W	1098	1107.87281159	1.00899163169
YGL067W	385	383.947238263	0.997265553931
YFL057C	153	156.299537474	1.02156560441
YLR334C	127	115.801457696	0.911822501544
YKL206C	268	298.695703467	1.11453620697
YKR043C	272	305.603968376	1.12354400138
YGR095C	224	228.595730353	1.02051665336
YNL073W	577	645.534351407	1.11877703883
YDL030W	531	587.808631082	1.10698423933
YNL276C	132	130.692035244	0.990091176091
YOR393W	438	449.130446201	1.02541197763
YDR322C-A	97	101.245218899	1.04376514329
YKL145W-A	31	31.5268295102	1.01699450033
YBR037C	296	331.622688807	1.12034692164
YLR081W	575	519.003600617	0.902614957594
YOL097W-A	62	56.4635660404	0.910702678072
YPL172C	463	491.981736169	1.06259554248
YPR003C	755	782.887834934	1.03693752971
YPL073C	162	176.377785503	1.08875176236
YMR253C	415	430.104995465	1.03639757943
YOR183W	130	140.649141541	1.0819164734
YKR102W	1170	1075.50990054	0.91923923123
YMR304C-A	117	105.080701662	0.898125655227
YMR208W	444	430.818594897	0.97031215067
YDR315C	282	291.185467253	1.03257257891
YBR165W	278	299.557969507	1.0775466529
YOR322C	819	865.463246584	1.05673168081
YER101C	431	447.953478918	1.03933521791
YLR324W	524	573.37163287	1.09422067342
YMR178W	275	284.617851034	1.03497400376
YPR108W	430	449.693733897	1.04579938116
YBL031W	339	377.4248584	1.1133476649
YPR171W	577	614.324501794	1.06468717815
YDR057W	543	575.577797906	1.05999594458
YJR112W	202	238.773016612	1.18204463669
YPR111W	565	617.455629314	1.09284182179
YKR051W	419	439.506056145	1.04894046813
YOL123W	535	556.88054108	1.04089820763
YDR453C	197	180.460651984	0.916043918701
YLR003C	292	298.725871978	1.02303380814
YDR382W	111	93.3992144017	0.841434363979
YJR035W	1086	1220.44786525	1.12380098089
YOR348C	628	672.461151955	1.07079801267
YLR301W	245	235.514607903	0.961284113892
YJL043W	258	309.495113486	1.19959346312
YJL216C	582	579.0404198	0.994914810653
YLR372W	346	300.676739256	0.869007916923
YBR263W	491	499.115598909	1.01652871468
YBR164C	184	192.70948138	1.04733413794
YGR027W-A	441	449.702699979	1.01973401356
YBR059C	1109	1172.40077513	1.05716931933
Q0115	518	452.331200524	0.873226255838
YGR154C	357	377.752849423	1.05813123088
YPR158W-B	1757	1800.21420247	1.02459544819
YER030W	154	178.857195776	1.16141036218
YAR066W	204	179.165767067	0.878263564055
YPL088W	343	378.266989102	1.10281921021
YNL067W-A	49	44.5375375846	0.90892933846
YLR340W	313	266.830433861	0.852493398918
YPL017C	500	544.559102793	1.08911820559
YLR056W	366	373.41311359	1.02025440872
YEL030C-A	105	107.815598371	1.02681522258
YKR093W	602	553.861865505	0.920036321437
YDR419W	633	685.757609148	1.0833453541
YLR418C	394	420.037857228	1.06608593205
YGR146C	212	216.337932497	1.02046194574
YNL124W	493	537.526301603	1.09031704179
YHR163W	250	251.398176315	1.00559270526
YPR006C	576	634.217264824	1.10107164032
YKL143W	464	509.989638056	1.09911559926
YGL100W	350	367.439810057	1.04982802873
YGL065C	504	493.333524817	0.978836358764
YMR308C	1090	1098.71850694	1.00799863022
YJR120W	117	133.953175491	1.14489893582
YJL081C	490	525.698343493	1.07285376223
YLR335W	721	728.088406775	1.00983135475
YOR153W	1512	1452.85681864	0.960884139314
YOL125W	477	517.014444506	1.08388772433
YAL059C-A	141	130.614709154	0.926345454993
YHR099W	3745	3828.130267	1.02219766809
YIL046W-A	55	51.3267608649	0.933213833907
YER106W	303	334.358973953	1.10349496354
YOR224C	147	142.92643833	0.972288696124
YPR041W	406	397.569908448	0.979236227704
YIR044C	62	63.1590331183	1.01869408255
YMR306W	1786	1853.38427034	1.03772915473
YMR200W	257	263.705460002	1.02609128406
YJL023C	348	376.303998889	1.08133333014
YJR109C	1119	1087.69827451	0.972027054973
YKL087C	225	249.993673445	1.11108299309
YKL157W	936	904.484646655	0.9663297507
YCR051W	223	256.347091327	1.14953852613
YGR177C	536	556.546191554	1.03833244693
YKL074C	528	582.190201925	1.10263295819
YGR240C	988	916.707653824	0.927841754882
YLR339C	184	197.418000993	1.07292391844
YCR035C	395	413.305926245	1.04634411708
YOR209C	430	435.622734249	1.01307612616
YJL144W	105	122.190679201	1.1637207543
YKL215C	1287	1333.45247894	1.03609361223
YDR060W	1026	1071.64133318	1.04448473019
YDL108W	307	336.479800885	1.09602541005
YHR213W-B	100	115.95792224	1.1595792224
YCL001W	189	174.381268943	0.922652216628
YCR030C	871	859.806615375	0.987148812141
YLR406C	114	106.813713838	0.93696240209
YLR458W	127	116.895517526	0.920437145874
YJR076C	416	449.421759617	1.08034076831
YGR105W	78	73.9385587084	0.947930239851
YNL085W	831	795.715961885	0.95754026701
YFL058W	341	331.372169641	0.971765893375
YPR168W	158	160.916483515	1.01845875643
YAR047C	107	98.8831075005	0.924141191594
YGR014W	1307	1312.0767519	1.00388427842
YKL052C	293	352.163401316	1.20192287139
YAL039C	270	307.438793609	1.13866219855
YIL078W	735	700.964935068	0.953693789208
YGL025C	398	456.436682359	1.14682583507
YDR277C	434	487.32112683	1.12285973924
YHL037C	160	156.08426417	0.975526651062
YBR007C	737	782.724516978	1.06204140703
YML098W	168	209.031818285	1.2442370136
YFL027C	498	530.988579125	1.06624212676
YDR462W	148	179.307248914	1.21153546564
YIR002C	994	1053.97530963	1.06033733363
YEL068C	111	124.144732368	1.11842101232
YKL138C	132	137.855115206	1.04435693338
YFL002C	607	632.812095353	1.04252404506
YDR046C	605	603.265944458	0.997133792493
YDR463W	520	534.838756531	1.02853607025
YHL045W	116	105.992107104	0.913725061244
YOR249C	686	706.055063604	1.02923478659
YDL118W	127	120.306928533	0.94729864987
YMR318C	361	362.891790389	1.00524041659
YPL090C	237	246.826033627	1.0414600575
YJL158C	228	177.306073406	0.777658216692
YML099C	881	931.888057056	1.05776169927
YGL162W	300	314.651987669	1.0488399589
YKR004C	378	373.092680109	0.987017672245
YKL159C	212	231.726441093	1.09304925044
YMR026C	400	432.891581152	1.08222895288
YDL042C	563	578.870201721	1.02818863538
YDL131W	441	432.735741998	0.981260185937
YDR091C	609	557.960381614	0.916191102815
YNR046W	136	131.184983887	0.964595469754
YML031C-A	112	102.781109023	0.917688473417
YMR038C	250	256.313414148	1.02525365659
YIL154C	347	393.884494171	1.13511381606
YGL007W	126	142.094537958	1.12773442823
YJL191W	139	129.602453978	0.932391755241
YNR047W	894	929.159548726	1.03932835428
YML130C	564	561.091056655	0.994842299033
YGL226C-A	87	74.5849834317	0.857298660135
YOR283W	231	230.081646238	0.996024442588
YMR118C	197	204.718699855	1.03918121754
YGR135W	259	282.666494339	1.09137642602
YLR182W	804	867.585170866	1.07908603342
YDR478W	199	221.947173833	1.11531243132
YJL034W	683	640.82625799	0.938252207892
YFL030W	386	400.982612857	1.03881505921
YOL159C	172	169.86264738	0.987573531278
YKR084C	612	676.147930273	1.10481687953
YDR446W	303	323.813002459	1.06868977709
YMR041C	336	348.082675708	1.03596034437
YNL090W	193	208.976999975	1.08278238329
YJR159W	358	345.55298745	0.965231808521
YLR004C	524	503.276373714	0.960451094874
YFL048C	446	457.126781488	1.02494794056
YOR279C	311	348.97546892	1.1221076171
YPR158W	253	266.981687694	1.05526358772
YPL240C	710	684.260167673	0.963746715032
YML020W	665	724.577502239	1.08959022893
YJL002C	477	464.049512007	0.972850129993
YGL226W	124	157.987159491	1.27408999589
YNL293W	634	709.533397953	1.11913785166
YHR204W	797	822.679978633	1.0322208013
YBR012W-A	441	447.891664291	1.01562735667
YHR054C	355	334.801062622	0.94310158485
YLR008C	169	166.545786273	0.985478025282
YHR132C	431	479.124226129	1.11165713719
YOL150C	104	99.6806420448	0.958467711969
YDR437W	141	158.786371315	1.12614447741
YJL175W	171	162.024696613	0.947512845689
YDR135C	1516	1546.85535919	1.02035313931
YBR179C	856	869.078384926	1.01527848706
YHR113W	491	510.019560026	1.0387363748
YLR358C	188	182.203885728	0.969169604939
YCL041C	165	154.269150729	0.934964549872
YOR304W	1121	1211.41867822	1.08065894578
YIR018C-A	46	45.1736731988	0.982036373886
YML114C	511	566.389451215	1.10839422938
YBR288C	484	482.7490568	0.997415406611
YOR093C	1649	1690.22302134	1.02499880009
YER158W-A	72	67.3797461685	0.935829807895
YNL165W	407	440.816873506	1.08308814129
YER177W	268	250.508767515	0.934734207146
YCR015C	318	332.799519348	1.04653936902
YNR034W	322	342.052189088	1.06227387916
YBR275C	1917	2022.37060558	1.05496640875
YGR221C	623	660.153891043	1.05963706427
YDR364C	456	496.230087121	1.08822387527
YMR115W	502	535.529875621	1.06679258092
YDL177C	171	189.56038446	1.10854026
YIL082W-A	1499	1575.43528701	1.05099085191
YML072C	1546	1533.98235209	0.99222661843
YBR289W	906	1055.88359847	1.16543443539
YPR121W	573	564.296748027	0.984811078582
YGL245W	709	684.926068557	0.966045230687
YOL160W	114	115.14213412	1.01001872035
YGR151C	112	137.218288197	1.22516328747
YLR144C	780	782.327033402	1.00298337616
YGL073W	834	867.762386554	1.04048247788
YKL162C	403	431.305654728	1.07023735664
YDR121W	197	232.137630194	1.17836360505
YER052C	528	483.03297522	0.914835180341
YLR361C	579	621.364192925	1.07316786343
YDL149W	998	1034.98154344	1.03705565475
YMR224C	693	742.925787832	1.07204298388
YGL064C	562	578.609547761	1.02955435545
YNR009W	250	266.644938007	1.06657975203
YJL022W	103	109.783698366	1.06586114918
YNL249C	543	553.032769164	1.01847655463
YOR124C	1273	1327.47250811	1.04279065837
YNL285W	124	126.825824251	1.02278890525
YEL007W	667	626.350431508	0.939056119202
YER133W	313	313.930972785	1.00297435394
YKR016W	541	541.350232068	1.00064737905
YIR001C	251	257.571581233	1.02618159854
YPR127W	346	345.090893924	0.997372525793
YOR294W	204	229.848712308	1.12670937406
YGR296C-B	161	153.374923291	0.952639275101
YLR163C	463	490.303861644	1.05897162342
YOR100C	328	328.749759677	1.00228585267
YEL008C-A	31	38.6698220534	1.24741361463
YHR123W	392	387.278061263	0.987954237916
YML052W	303	301.829801572	0.996137958984
YBL014C	895	982.332339617	1.09757803309
YPR073C	162	158.609225829	0.97906929524
YDR143C	611	637.405882064	1.04321748292
YDL111C	266	278.671004498	1.04763535526
YIL112W	1084	1198.08201485	1.10524171111
YHL011C	321	317.303795916	0.988485345533
YJR153W	362	366.009555481	1.01107612011
YBR030W	553	592.575892406	1.07156580905
YMR239C	472	490.455525199	1.03910068898
YJL173C	123	126.831505605	1.03115045207
YOR009W	488	379.32010093	0.777295288791
YGL163C	899	988.358727485	1.09939791711
YPR085C	444	467.784019517	1.05356761152
YNL228W	259	228.102627571	0.880705125756
YDL125C	159	172.064130191	1.08216434082
YCR085W	118	107.679181727	0.912535438368
YOR314W-A	37	35.870578068	0.969475082918
YML081C-A	60	58.871174849	0.981186247483
YDR498C	384	404.198137434	1.05259931623
YDR273W	366	386.701825283	1.05656236416
YNL233W	893	964.820723217	1.08042634179
YDR068W	311	344.292246717	1.10704902481
YJR069C	198	201.371256693	1.01702654896
YIR024C	217	235.407158491	1.08482561516
YOR298W	480	498.585565808	1.03871992877
YHR165W-A	104	101.537207266	0.976319300634
YLR245C	143	141.794429499	0.991569437055
YOR090C	573	614.477604393	1.07238674414
YBR056C-B	53	63.6329517679	1.20062173147
YCR106W	833	825.464272422	0.99095350831
YDR363W-A	90	99.5661725268	1.10629080585
YOL054W	407	468.258654732	1.15051266519
YGL036W	910	925.590050295	1.0171319234
YML028W	197	172.106390666	0.873636500842
YPR118W	412	419.629965007	1.01851933254
YGL049C	915	959.048237855	1.04814015066
YPR155C	617	628.605338341	1.01880930039
YBR036C	411	409.385573285	0.996071954465
YDR020C	233	247.373639742	1.06168944095
YGR219W	114	91.2296996776	0.800260523488
YOR246C	331	378.580208764	1.14374685427
YJR121W	512	460.438817916	0.899294566242
YGL246C	388	413.759911541	1.06639152459
YJL086C	123	119.693599175	0.973118692476
YHR158C	1165	1225.09893333	1.05158706723
YHL030W-A	154	154.77121435	1.00500788539
YLR333C	109	106.363513135	0.975812047112
YPR047W	470	488.532218776	1.03943025272
YDR187C	173	171.424979719	0.990895836525
YMR246W	695	690.929107836	0.994142601202
YMR087W	285	299.512127507	1.05091974564
YER005W	631	700.218552996	1.10969659746
YCL012C	135	133.019015453	0.98532604039
YMR247W-A	48	50.534944501	1.05281134377
YKL205W	1101	1060.05858225	0.962814334465
YMR023C	527	569.213575078	1.08010166049
YGR161W-A	439	445.639668563	1.01512452976
YBL078C	118	121.477989813	1.02947448994
YDL098C	195	221.017491817	1.13342303496
YDR356W	945	1026.82402692	1.08658627187
YOL136C	398	389.800537159	0.979398334571
YNR029C	430	460.524381298	1.07098693325
YER027C	418	448.899785554	1.07392293195
YHR132W-A	132	146.696129021	1.11133431077
YNL168C	260	268.205117256	1.03155814329
YGL180W	898	938.491003219	1.04509020403
YOR008C-A	75	79.0735664545	1.05431421939
YDR280W	306	322.653378116	1.0544228043
YER026C	277	273.623407088	0.987810133891
YOR257W	162	183.353170001	1.13180969136
YFR017C	196	220.193748478	1.12343749223
YIL175W	106	101.64174732	0.958884408678
YPL247C	524	580.273974346	1.10739308081
YGL229C	819	815.460195291	0.995677894128
YAL007C	216	200.202982253	0.926865658579
YGL078C	524	552.828052476	1.05501536732
YDR443C	1421	1481.61131569	1.04265398712
YLR262C-A	65	69.1210933884	1.06340143674
YKL030W	202	209.907421786	1.03914565241
YML078W	183	168.911182898	0.923011928406
YLR451W	887	941.936616737	1.06193530635
YJL204C	841	812.791011005	0.966457801433
YLR198C	120	89.6466608242	0.747055506869
YDL114W	309	332.025784393	1.07451710159
YNL138W-A	86	111.773778283	1.29969509632
YPL198W	245	235.056540012	0.959414449028
YMR105C	570	563.961580066	0.989406280818
YHR112C	379	393.8016901	1.03905459129
YBR153W	245	274.986262019	1.1223929062
YPR004C	345	344.417939273	0.998312867459
YCL058C	153	129.41744531	0.845865655621
YGR050C	119	143.21664646	1.20350123075
YIL025C	125	131.414048593	1.05131238874
YNL005C	372	396.358233281	1.06547912172
YGR260W	535	529.16791965	0.989098915233
YLL023C	280	264.785118119	0.945661136139
YFL034C-B	288	325.694695337	1.13088435881
YDL199C	688	712.509979961	1.03562497087
YMR142C	200	194.960482879	0.974802414394
YCR014C	583	625.858001356	1.07351286682
YGR085C	175	170.921320513	0.976693260073
YLR238W	479	530.229761973	1.10695148637
YCL001W-A	154	148.01480247	0.961135080974
YNR067C	1118	1099.48443145	0.983438668562
YBR147W	297	301.540166815	1.01528675695
YDR468C	225	249.402582111	1.10845592049
YGR092W	573	622.26314419	1.08597407363
YMR018W	515	533.08006873	1.03510692957
YEL044W	167	195.158103005	1.16861139524
YBR204C	376	405.361979525	1.07809037108
YDR533C	238	229.122040692	0.962697649968
YOR032W-A	67	64.6259317942	0.964566146182
YBR025C	395	372.403614449	0.942793960632
YGL029W	121	147.457315046	1.21865549625
YPR177C	124	104.144631364	0.83987605939
YBR105C	363	383.50947125	1.0564999208
YMR292W	139	123.526315602	0.888678529513
YER139C	227	252.487364374	1.11227913821
YFL054C	647	720.437116309	1.11350404375
YMR028W	367	405.218529629	1.10413768291
YDR299W	535	560.585976972	1.04782425602
YML103C	1656	1634.51453099	0.987025682967
YPR204C-A	161	153.374923291	0.952639275101
YDR093W	1613	1693.68346617	1.05002074778
YDL077C	1050	1066.87894676	1.01607518739
YDR237W	293	306.482601329	1.04601570419
YBL108C-A	43	41.980235786	0.976284553162
YLR299C-A	31	29.2219814421	0.942644562649
YJL052C-A	40	40.3263144506	1.00815786126
YJR123W	226	201.446174724	0.891354755415
YOR125C	234	250.501806596	1.07052054101
YHL019C	606	678.434594285	1.11952903347
YDR067C	225	237.282535029	1.05458904457
YDR374W-A	90	103.612703379	1.15125225977
YOR264W	431	472.417965596	1.09609736797
YMR197C	218	252.011657255	1.1560167764
YGR285C	434	420.224887539	0.968260109538
YOR052C	151	168.328308682	1.11475701114
YER126C	262	290.764344274	1.10978757356
YHR159W	505	569.873063966	1.1284615128
YLR173W	609	677.574990022	1.11260261087
YLR405W	368	411.884175445	1.11925047675
YER080W	628	631.663539604	1.00583366179
YPR158C-D	1756	1814.84081892	1.03350843902
YBR128C	345	376.770667234	1.09208889053
YDR494W	362	372.555469696	1.02915875607
YDR316W	472	514.204738525	1.08941681891
YBL089W	460	471.818378683	1.02569212757
YDL027C	421	426.699796284	1.01353870851
YCR027C	210	214.994429188	1.02378299613
YCR061W	632	628.682329324	0.994750521083
YLR360W	440	455.425119132	1.03505708894
YDR219C	466	498.668308073	1.07010366539
YCR034W	348	317.550390473	0.91250112205
YOR087W	676	687.622676634	1.01719330863
YLR348C	299	334.488663407	1.11869118196
YGL052W	102	113.529422396	1.11303355291
YEL026W	127	107.693066688	0.847976903052
YGR003W	745	778.970095109	1.0455974431
YLR388W	57	51.2320364247	0.898807656573
YPL065W	243	234.154688471	0.963599541035
YGR153W	218	236.381241642	1.08431762221
YJL165C	856	907.161336255	1.05976791619
YLL052C	150	149.366301826	0.99577534551
YGR042W	272	305.08441922	1.12163389419
YOR228C	303	324.254881977	1.07014812534
YOR110W	436	480.634743417	1.10237326472
YOR020C	107	105.678045598	0.987645285965
YKL081W	413	389.636104705	0.943428824953
YLR281C	156	207.122893986	1.32771085888
YCL018W	365	340.902388174	0.933979145683
YKR010C	772	807.572092173	1.0460778396
YFL019C	118	110.233829279	0.93418499389
YLR438C-A	90	109.310506833	1.21456118704
YML007C-A	37	40.9258677186	1.10610453293
YDR313C	287	313.932024192	1.09383980555
YDR166C	972	955.502040922	0.983026791072
YJL161W	181	188.495519111	1.0414117078
YGL183C	220	245.215640476	1.11461654762
YPR124W	407	422.319061783	1.03763897244
YER056C	534	509.424377012	0.953978234105
YCL059C	317	341.423002374	1.07704417153
YPL194W	613	672.680560179	1.09735817321
YMR143W	144	135.03867178	0.937768554024
YDR530C	326	355.283490694	1.08982665857
YKL018C-A	100	128.178981747	1.28178981747
YIL099W	550	590.852588757	1.0742774341
YPL113C	397	410.353353569	1.03363565131
YMR222C	224	250.593683467	1.11872180119
YMR242C	173	159.687238006	0.923047618532
YNL029C	523	579.9360511	1.10886434245
YER003C	430	403.844171373	0.939172491565
YHR109W	586	586.1731704	1.00029551263
YML038C	443	448.39236904	1.01217239061
YGR001C	249	245.898267598	0.987543243364
YDR485C	796	879.786753263	1.10525974028
YMR227C	591	665.754237162	1.12648771093
YJL104W	150	181.578990753	1.21052660502
YHR071C-A	107	117.648937471	1.09952278011
YOL049W	492	509.723681111	1.0360237421
YGR147C	289	330.030303497	1.1419733685
YML066C	370	379.584454956	1.02590393231
YBR084W	976	996.402681846	1.02090438714
YDR380W	636	622.222454086	0.978337191959
YEL032W	972	1033.87503096	1.06365743926
YJL001W	216	217.986753179	1.00919793138
YEL071W	497	505.062590343	1.01622251578
YOR067C	578	577.638534467	0.999374627106
YIL047C	903	944.009076462	1.04541425965
YLL013C	880	849.38775446	0.965213357341
YOL004W	1537	1620.618729	1.05440385752
YDR531W	368	362.281359632	0.984460216391
YAR068W	162	192.775419971	1.18997172822
YOR026W	342	373.47696295	1.09203790336
YKL211C	485	481.424580108	0.992628000223
YLR064W	274	263.277861299	0.96086810693
YMR202W	223	213.629340907	0.957979107206
